Year,Month,Day_of_week,Weekend,Trips,Med_Income_Orig,Pop_den_Orig,Per_Male_Orig,Working_age_Orig,Elderly_Orig,Avg_Hhold_Orig,Married_Orig,F_Married_Orig,HighSchool_higher_Orig,Bachelor_Higher_Orig,Commute_PC_Orig,Com_LU_Orig,Gov_LU_Orig,Ind_LU_Orig,Parks_LU_Orig,Res_LU_Orig,Med_Income_Des,Pop_den_Des,Per_Male_Des,Working_age_Des,Elderly_Des,Avg_Hhold_Des,Married_Des,F_Married_Des,HighSchool_higher_Des,Bachelor_Higher_Des,Com_LU_Des,Com_LU_Des,Gov_LU_Des,Ind_LU_Des,Parks_LU_Des,Res_LU_Des,Avgerage_Temp,Precipitation,Snow,Cases,Deaths,Hospitalizations,Positive_Rate,Partially_Vaccinated,Fully_Vaccinated,Stringency_Index
3,6,3,0,3,94479.32,16219.03554,0.565,0.861,0.039,1.95,0.231,0.202,0.977,0.749,0.671,0.036286843,0.014612153,0.004492835,0,0.141407884,133730.28,15302.79095,0.46,0.823,0.143,1.51,0.472,0.396,0.993,0.882,0.694,0.031007552,0.009480363,0,0.020535587,0.034216374,22,0,0,96,7,14,0.0148,0.534,0.453,50
3,4,2,0,1,20349.64,3196.429447,0.444,0.617,0.198,1.82,0.237,0.152,0.739,0.082,0.486,0.022949905,0.113312933,0.004762687,0,0.133510918,41463.12,3953.550901,0.574,0.629,0.116,2.74,0.179,0.13,0.934,0.224,0.351,0.008533287,0.047081992,0.004587783,0,0.146633365,22,0,0,834,3,57,0.0541,0.352,0.2,51.85
2,6,4,0,1,143921.84,14576.5158,0.491,0.841,0.087,2.29,0.252,0.26,0.945,0.739,0.568,0.030415585,0.01650793,0,0,0.152802811,30690,4159.900508,0.466,0.704,0.125,2.62,0.143,0.129,0.888,0.155,0.56,0.013757343,0.00871612,0.001374728,0,0.206301392,27,0,0,339,17,42,0.0918,0,0,73.15
2,3,6,1,1,59760.56,4139.902431,0.419,0.786,0.15,1.59,0.256,0.195,0.952,0.702,0.677,0.005031696,0.007360552,0,0,0.038507834,116917.12,25447.92796,0.466,0.723,0.246,1.44,0.364,0.307,1,0.853,0.747,0.023748125,0.01556791,0,0.028221744,0.034618089,7,0,0,0,0,2,0,0,0,5.56
2,10,4,0,50,169122.36,11142.36228,0.491,0.869,0.076,1.56,0.377,0.341,0.997,0.922,0.695,0.068033104,0.006621534,0.00366556,0.00278221,0.050580965,184927.4,13792.66154,0.49,0.854,0.062,1.64,0.449,0.403,0.997,0.905,0.649,0.108184837,0.010487887,0.003748907,0.00885466,0.077963469,3,0,0,1873,4,97,0.1254,0,0,56.02
3,3,5,0,1,166032.28,9641.736693,0.498,0.741,0.116,2.12,0.433,0.463,0.937,0.817,0.571,0.039312348,0.008749768,0,0,0.219326734,68492.64,4389.481891,0.588,0.759,0.095,1.94,0.223,0.316,0.882,0.454,0.62,0.031609439,0.287974167,0.000535223,0.000430931,0.071521106,3,0,0,215,2,35,0.042,0.163,0.087,54.63
2,3,4,0,2,85969.2,6024.19038,0.444,0.658,0.136,3.19,0.559,0.454,0.873,0.267,0.196,0.014570045,0.026103218,0,0,0.260009974,141794,2549.340139,0.466,0.893,0.036,1.91,0.242,0.195,0.944,0.714,0.634,0.066070659,0.156557188,0.046181541,0.001852403,0.033804549,1,0,0,3,0,3,0.1875,0,0,13.89
2,10,2,0,1,109275,3847.811901,0.442,0.676,0.212,2.64,0.584,0.423,0.878,0.486,0.304,0.001549182,0.028419859,0,0,0.141123916,59776.68,16429.17705,0.512,0.691,0.159,1.91,0.448,0.36,0.903,0.49,0.624,0.025977294,0.010967278,0,0,0.13374825,19,0,0,549,1,38,0.0436,0,0,55.09
2,7,2,0,1,21080,1493.945857,0.444,0.616,0.225,1.95,0.248,0.194,0.834,0.193,0.56,0.013541862,0.015531435,0.000798794,0,0.076680599,169122.36,11142.36228,0.491,0.869,0.076,1.56,0.377,0.341,0.997,0.922,0.695,0.068033104,0.006621534,0.00366556,0.00278221,0.050580965,29,0,0,309,4,28,0.0377,0,0,58.33
2,6,4,0,1,171120,12389.04938,0.516,0.764,0.049,2.67,0.356,0.364,0.981,0.858,0.663,0.021401167,0.002924257,0,0,0.141411392,88502.52,23399.87103,0.484,0.855,0.1,1.46,0.294,0.253,0.985,0.856,0.671,0.035163655,0.012146646,0,0.006407402,0.099349493,25,3.96,0,220,13,31,0.0396,0,0,55.56
2,10,5,0,1,81693.68,21742.10009,0.543,0.838,0.094,1.56,0.327,0.341,0.982,0.804,0.735,0.017948489,0.017813511,0,0,0.227196652,93571.64,10381.73364,0.447,0.741,0.117,2.88,0.44,0.377,0.792,0.435,0.489,0.012818713,0.003245221,0.001622051,0.000472171,0.130514038,5,0,0,885,5,66,0.1173,0,0,54.63
3,6,3,0,1,130316.56,17831.13636,0.452,0.846,0.084,1.77,0.373,0.333,0.975,0.776,0.662,0.035053983,0.024272404,0.002756814,0,0.202582512,68894.4,4114.16828,0.458,0.679,0.2,2.41,0.319,0.236,0.949,0.367,0.44,0.041540586,0.009234177,0,0,0.366248477,22,0,0,96,7,14,0.0148,0.534,0.453,50
2,6,0,0,1,56169.52,4489.963625,0.43,0.631,0.222,2.56,0.363,0.259,0.859,0.21,0.292,0.021231857,0.031484163,0.012897469,0,0.398407395,106950,2147.288537,0.483,0.789,0.124,1.62,0.268,0.257,0.95,0.686,0.559,0.165670158,0.050297052,0.121523621,0,0.069537939,18,0,0,235,20,32,0.0527,0,0,73.15
3,5,2,0,1,71639.76,9460.36314,0.555,0.781,0.147,2.64,0.331,0.4,0.684,0.268,0.618,0.029882742,0.077598622,0.015355766,0,0.08965564,187274.72,3412.905497,0.513,0.836,0.035,1.79,0.42,0.425,0.99,0.841,0.6,0.09582844,0.009420857,0.094308484,0.005731105,0.053664057,11,0,0,478,5,48,0.0361,0.469,0.363,50
3,5,5,0,1,67057.96,9606.512237,0.428,0.829,0.109,1.82,0.196,0.163,0.945,0.638,0.592,0.014585273,0.064303312,0,0,0.213019033,199220.88,10428.34501,0.506,0.82,0.067,2.61,0.274,0.288,1,0.924,0.734,0.021698458,0.038289674,0,0,0.115884662,14,0.33,0,177,5,42,0.0365,0.493,0.408,50
2,3,2,0,1,142458.64,2000.681589,0.505,0.652,0.098,2.55,0.562,0.564,0.838,0.59,0.448,0.063377605,0.108898611,0.128451968,0.004006362,0.086716628,28436.92,7292.560146,0.383,0.617,0.209,2.04,0.228,0.149,0.892,0.255,0.697,0.013264185,0.007146337,0.00177029,0,0.154767718,7,0,0,367,5,125,0.2776,0,0,82.41
2,9,6,1,2,156091.2,25363.28322,0.441,0.684,0.25,1.7,0.481,0.38,0.992,0.807,0.624,0.00149357,0.008686766,0,0.003810181,0.115065831,156093.68,7293.349164,0.547,0.786,0.056,2.07,0.392,0.528,0.977,0.878,0.534,0.02511014,0,0.001455007,0,0.124928459,17,0,0,109,6,18,0.0331,0,0,55.09
2,4,3,0,1,106950,2147.288537,0.483,0.789,0.124,1.62,0.268,0.257,0.95,0.686,0.559,0.165670158,0.050297052,0.121523621,0,0.069537939,37157.84,9896.64442,0.455,0.643,0.049,2.85,0.156,0.105,0.897,0.126,0.596,0.020058381,0.014728772,0.000723955,0,0.153750763,9,0.2,0,1271,40,168,0.2522,0,0,82.41
3,5,6,1,1,182964.48,14274.27344,0.495,0.9,0.039,2.4,0.162,0.152,0.997,0.899,0.688,0.020699868,0.120296539,0,0,0.189895935,194525,10626.1921,0.506,0.808,0.037,2.44,0.409,0.408,0.986,0.877,0.605,0.026239633,0.000461875,0.000111372,0.001689363,0.160288632,17,0,0,153,10,34,0.0387,0.496,0.41,50
3,7,2,0,1,53499.8,3758.849828,0.56,0.762,0.135,2.02,0.142,0.136,0.882,0.097,0.531,0.012963338,0.01970264,0.000648109,0,0.078317742,17986.2,3711.206293,0.458,0.682,0.171,2.09,0.197,0.205,0.654,0.108,0.591,0.026414464,0.002725093,0.014587817,0,0.055206102,25,0,0,138,2,7,0.0174,0.573,0.513,34.26
3,3,1,0,1,31446.4,3352.154726,0.418,0.623,0.106,3.12,0.159,0.175,0.809,0.095,0.515,0.008906818,0.006430702,0.002150693,0,0.133170322,35791.36,1262.374009,0.496,0.624,0.265,2.26,0.305,0.219,0.846,0.15,0.37,0.022890457,0.010383351,0.172569409,0,0.115776632,1,0,0,327,7,29,0.0253,0.148,0.074,54.63
3,5,3,0,1,95755.28,13454.73603,0.463,0.894,0.031,1.89,0.33,0.302,1,0.889,0.677,0.070835848,0.047181009,0,0.002267166,0.267492589,126635,4474.121014,0.484,0.816,0.096,1.72,0.377,0.318,1,0.796,0.677,0.008090211,0.006357512,0,0.008991407,0.019550559,14,0.1,0,122,5,19,0.0154,0.524,0.441,50
3,7,0,0,2,24177.52,4110.50705,0.483,0.688,0.116,2.29,0.249,0.211,0.809,0.125,0.506,0.046706952,0.032979738,0,0.002083316,0.241604901,59109.56,1565.549135,0.445,0.638,0.162,2.48,0.363,0.209,0.864,0.246,0.453,0.092947823,0.01754756,0.031783758,0.010356717,0.087749356,22,0.99,0,98,0,8,0.0101,0.571,0.511,34.26
2,3,4,0,2,125401.2,9605.8141,0.504,0.803,0.082,2.41,0.342,0.392,0.965,0.646,0.6,0.017148123,0.026424013,0,0,0.20779332,126635,4474.121014,0.484,0.816,0.096,1.72,0.377,0.318,1,0.796,0.677,0.008090211,0.006357512,0,0.008991407,0.019550559,1,0,0,3,0,3,0.1875,0,0,13.89
3,4,0,0,1,30543.68,5311.993637,0.484,0.633,0.086,3.11,0.211,0.137,0.788,0.061,0.453,0.032216516,0.027559343,0.061811708,0,0.154805615,30543.68,5311.993637,0.484,0.633,0.086,3.11,0.211,0.137,0.788,0.061,0.453,0.032216516,0.027559343,0.061811708,0,0.154805615,15,0,0,648,5,59,0.0396,0.444,0.315,50
3,7,2,0,1,95388.24,9754.823054,0.448,0.734,0.069,2.23,0.449,0.339,0.923,0.627,0.367,0.003836998,0.063889611,0,0.017345302,0.190275906,141794,2549.340139,0.466,0.893,0.036,1.91,0.242,0.195,0.944,0.714,0.634,0.066070659,0.156557188,0.046181541,0.001852403,0.033804549,28,0.1,0,241,2,11,0.033,0.584,0.522,32.41
2,11,4,0,11,106950,2147.288537,0.483,0.789,0.124,1.62,0.268,0.257,0.95,0.686,0.559,0.165670158,0.050297052,0.121523621,0,0.069537939,106950,2147.288537,0.483,0.789,0.124,1.62,0.268,0.257,0.95,0.686,0.559,0.165670158,0.050297052,0.121523621,0,0.069537939,12,0,0,2302,31,130,0.1142,0,0,61.11
2,8,6,1,1,159994.72,5479.182807,0.477,0.864,0.034,1.9,0.378,0.329,0.991,0.793,0.587,0.05134316,0.000929131,0.029494571,0,0.072739333,126785.04,2884.306043,0.497,0.81,0.071,2.33,0.452,0.444,0.904,0.615,0.421,0.142788404,0.005016782,0.059282977,0.024697501,0.109909531,24,0.25,0,96,3,22,0.0458,0,0,58.33
3,6,0,0,1,45935.8,3860.706646,0.484,0.65,0.159,2.39,0.189,0.143,0.812,0.088,0.511,0.015410436,0.1005817,0.000213072,0,0.193779753,49830.64,3711.827762,0.496,0.726,0.15,2.76,0.194,0.159,0.905,0.21,0.35,0.019719305,0.038176728,0,0,0.256661716,24,0,0,67,3,8,0.0079,0.549,0.479,37.96
2,7,6,1,1,180860.2,11202.18865,0.528,0.874,0.025,2.14,0.356,0.356,0.991,0.914,0.632,0.029966408,0.00946927,0,0.0014037,0.125650658,112812.72,14020.34107,0.434,0.872,0.034,1.73,0.34,0.258,0.993,0.886,0.733,0.045164108,0.003462541,0,0.002425606,0.126453528,25,1.55,0,100,2,23,0.0405,0,0,58.33
2,12,1,0,1,187274.72,3412.905497,0.513,0.836,0.035,1.79,0.42,0.425,0.99,0.841,0.6,0.09582844,0.009420857,0.094308484,0.005731105,0.053664057,113383.12,15203.88268,0.504,0.867,0.069,1.96,0.282,0.261,0.974,0.815,0.718,0.055906967,0.004403477,0.003369589,0,0.176234029,-2,0,0,1617,19,96,0.1014,0,0,61.11
2,6,3,0,1,126179.92,11082.88832,0.479,0.913,0.063,1.49,0.348,0.292,0.995,0.911,0.693,0.121137046,0.01464546,0,0.0160552,0.041672493,84592.8,8525.97535,0.508,0.728,0.091,2.74,0.395,0.372,0.863,0.419,0.459,0.035265101,0,0,0,0.24333509,23,0,0,249,11,23,0.0403,0,0,73.15
3,1,6,1,1,214334,9172.609069,0.529,0.761,0.059,2.69,0.456,0.524,0.944,0.8,0.525,0.071651833,0.021121531,0,0,0.216685434,126179.92,11082.88832,0.479,0.913,0.063,1.49,0.348,0.292,0.995,0.911,0.693,0.121137046,0.01464546,0,0.0160552,0.041672493,0,0,2.5,339,16,52,0.073,0.044,0.013,57.41
2,5,5,0,1,126635,4474.121014,0.484,0.816,0.096,1.72,0.377,0.318,1,0.796,0.677,0.008090211,0.006357512,0,0.008991407,0.019550559,25300.96,10682.6816,0.429,0.679,0.106,2.05,0.159,0.132,0.771,0.068,0.622,0.029236998,0.001368845,0.009630782,0,0.154149205,20,0,0,719,49,167,0.2659,0,0,82.41
2,6,3,0,1,126179.92,11082.88832,0.479,0.913,0.063,1.49,0.348,0.292,0.995,0.911,0.693,0.121137046,0.01464546,0,0.0160552,0.041672493,81693.68,21742.10009,0.543,0.838,0.094,1.56,0.327,0.341,0.982,0.804,0.735,0.017948489,0.017813511,0,0,0.227196652,22,0,0,203,10,28,0.0596,0,0,73.15
2,12,3,0,1,143396.08,4645.213938,0.535,0.852,0.086,1.55,0.391,0.376,0.996,0.86,0.645,0.034813124,0.002477352,0,0.028162932,0.057234645,89661.92,17080.75961,0.541,0.812,0.06,1.83,0.248,0.284,0.996,0.772,0.722,0.020090872,0.027058008,0,0,0.070146578,0,0,0,1350,23,99,0.0897,0.001,0,61.11
3,6,2,0,1,137316.36,12741.97824,0.601,0.934,0.017,1.98,0.25,0.251,0.994,0.898,0.673,0.027545233,0.026901975,0,0,0.117267983,145266,3849.316793,0.55,0.817,0.118,1.69,0.329,0.383,0.971,0.822,0.634,0.006462968,0.014048601,0.001491151,0.25253595,0.059823441,25,0.69,0,51,0,5,0.0055,0.563,0.501,34.26
2,10,3,0,1,93675.8,6099.016341,0.479,0.69,0.151,2.83,0.449,0.432,0.86,0.303,0.354,0.032237725,0.017250265,0,0,0.358872148,62643.56,9687.698621,0.55,0.773,0.061,2.49,0.324,0.313,0.728,0.3,0.526,0.042063364,0.005014034,0.001506151,0,0.126314218,11,0.69,0,364,4,35,0.0437,0,0,55.09
3,1,5,0,2,211730,9604.931843,0.538,0.739,0.036,2.67,0.504,0.578,0.984,0.893,0.445,0.03032,0,0,0,0.216126037,96230.2,41035.94501,0.509,0.823,0.126,1.51,0.264,0.242,0.958,0.799,0.745,0.012889473,0.020317414,0,0,0.057651884,1,0,0,780,17,60,0.1006,0.022,0.005,57.41
2,10,0,0,2,143200.16,5544.395708,0.434,0.802,0.092,1.66,0.541,0.4,0.966,0.77,0.501,0.037566808,0.012762775,0.004028705,0.211518233,0.085278859,123392.4,3822.397204,0.474,0.807,0.102,1.61,0.349,0.306,0.994,0.886,0.63,0.020557297,0.015782345,0,0.212482125,0.135620619,14,0.74,0,681,4,44,0.0637,0,0,51.39
3,2,4,0,2,35219.72,28620.55705,0.498,0.77,0.08,1.95,0.235,0.302,0.866,0.461,0.747,0.032695258,0.02196092,0,0,0.135115758,143200.16,5544.395708,0.434,0.802,0.092,1.66,0.541,0.4,0.966,0.77,0.501,0.037566808,0.012762775,0.004028705,0.211518233,0.085278859,-10,0,0,404,8,47,0.0371,0.082,0.025,54.63
2,8,3,0,1,209507.92,2158.616359,0.438,0.933,0.061,1.59,0.227,0.148,0.992,0.94,0.733,0.034704219,0.012352627,0,0.025860518,0.009460257,28675,1911.877639,0.428,0.697,0.145,2.37,0.219,0.119,0.677,0.064,0.446,0.011287856,0.035156031,0.010120004,0,0.09745593,23,0,0,349,4,22,0.0565,0,0,58.33
3,3,4,0,1,76762.2,2037.364358,0.518,0.6,0.228,3.49,0.384,0.398,0.717,0.125,0.339,0.009475825,0.002704196,0.296160025,0.002722704,0.059181691,135367.08,14904.09535,0.464,0.788,0.154,1.64,0.532,0.428,1,0.882,0.673,0.047927031,0.001666649,0,0.034408368,0.03946857,5,0,0,433,2,33,0.0368,0.23,0.124,54.63
3,2,1,0,1,76207.92,1777.871278,0.593,0.87,0.061,2.51,0.178,0.196,0.932,0.672,0.741,0.022125074,0.340492744,0,0.000284251,0.027217243,63956.72,7500.061194,0.44,0.731,0.118,2.48,0.497,0.337,0.786,0.249,0.395,0.092074286,0.024992988,0.004208373,0,0.26689518,-11,0,0,413,7,38,0.0287,0.091,0.028,54.63
3,2,5,0,1,143921.84,14576.5158,0.491,0.841,0.087,2.29,0.252,0.26,0.945,0.739,0.568,0.030415585,0.01650793,0,0,0.152802811,60063.12,10222.10897,0.49,0.685,0.102,2.96,0.329,0.274,0.738,0.272,0.498,0.010853345,0.009608731,0.006260058,0,0.136333419,-14,0.43,78.7,220,8,31,0.0535,0.106,0.037,54.63
2,8,1,0,1,163060,9953.002097,0.505,0.821,0.02,2.29,0.351,0.326,0.992,0.86,0.64,0.039905426,0.01239581,0.005684171,0,0.202140909,153892.68,11223.66545,0.514,0.881,0.016,2.12,0.288,0.311,0.974,0.795,0.59,0.016792497,0.007417195,0.001845843,0,0.114785325,24,0,0,384,4,27,0.046,0,0,58.33
2,9,1,0,1,70990,10742.66396,0.487,0.69,0.081,3.32,0.369,0.309,0.67,0.224,0.367,0.039600377,0.024824016,0.016444808,0,0.229554675,68492.64,4389.481891,0.588,0.759,0.095,1.94,0.223,0.316,0.882,0.454,0.62,0.031609439,0.287974167,0.000535223,0.000430931,0.071521106,21,0,0,353,1,25,0.0409,0,0,55.09
2,7,5,0,2,135288.96,14177.20228,0.502,0.887,0.028,1.67,0.454,0.428,0.988,0.892,0.721,0.111274819,0.013904555,0,0.01919384,0.066354501,153688.08,6604.929178,0.499,0.808,0.027,2.41,0.511,0.515,0.959,0.77,0.483,0.026537339,0.016692737,0.054058579,0.002589557,0.133655111,27,0,0,156,8,22,0.0449,0,0,58.33
2,5,5,0,2,29596.32,4510.037533,0.41,0.762,0.132,2.17,0.206,0.183,0.832,0.2,0.533,0.027284324,0.015018274,0.006706035,0,0.213297649,40765,6519.093849,0.501,0.675,0.145,2.63,0.185,0.155,0.881,0.193,0.546,0.020535654,0.011294459,0.000273428,0,0.224115824,16,1.35,0,514,28,103,0.1495,0,0,82.41
3,7,1,0,5,186233.12,10391.27393,0.511,0.827,0.033,1.87,0.453,0.512,0.995,0.9,0.55,0.06628766,0.001274324,0.007489319,0,0.251429757,125240,6361.382716,0.56,0.941,0.036,1.61,0.285,0.285,0.943,0.757,0.758,0.295334021,0.05660954,0,0.020947931,0.022814064,27,0,0,239,1,7,0.032,0.583,0.521,32.41
2,12,0,0,1,103661.52,7063.011561,0.474,0.813,0.056,2.02,0.372,0.359,0.938,0.736,0.593,0.013839334,0.027469395,0.039326343,0,0.187855999,209507.92,2158.616359,0.438,0.933,0.061,1.59,0.227,0.148,0.992,0.94,0.733,0.034704219,0.012352627,0,0.025860518,0.009460257,2,0,0,2068,34,123,0.1145,0,0,61.11
3,4,5,0,1,189534,11322.25602,0.504,0.728,0.132,2.47,0.42,0.403,0.958,0.755,0.512,0.008463131,0.006924882,0.004493052,0.011997911,0.157049344,156093.68,7293.349164,0.547,0.786,0.056,2.07,0.392,0.528,0.977,0.878,0.534,0.02511014,0,0.001455007,0,0.124928459,13,0,0,462,9,47,0.0622,0.328,0.177,51.85
2,10,5,0,5,118912.28,10655.15476,0.543,0.871,0.03,1.91,0.307,0.298,0.969,0.864,0.649,0.046754961,0.035590628,0.000439465,0.000898147,0.09873755,189534,11322.25602,0.504,0.728,0.132,2.47,0.42,0.403,0.958,0.755,0.512,0.008463131,0.006924882,0.004493052,0.011997911,0.157049344,20,0,0,443,5,44,0.0787,0,0,51.39
3,3,6,1,1,27609.84,3977.37036,0.489,0.618,0.099,2.98,0.285,0.258,0.731,0.126,0.558,0.014734509,0.030779221,0,0,0.157932589,123392.4,3822.397204,0.474,0.807,0.102,1.61,0.349,0.306,0.994,0.886,0.63,0.020557297,0.015782345,0,0.212482125,0.135620619,4,0,0,173,4,13,0.0436,0.165,0.087,54.63
2,3,6,1,1,34600.96,7060.6897,0.39,0.714,0.045,2.32,0.206,0.167,0.834,0.217,0.623,0.021471448,0.009135108,0,0,0.121230548,38170.92,1879.727404,0.442,0.665,0.104,2.51,0.198,0.13,0.822,0.114,0.424,0.012791835,0.042230499,0.113199947,0,0.05808139,7,0,0,0,0,2,0,0,0,5.56
3,1,2,0,1,55671.04,2238.223444,0.456,0.856,0.095,1.59,0.283,0.25,0.996,0.752,0.611,0,0,0,0,0.056189056,76207.92,1777.871278,0.593,0.87,0.061,2.51,0.178,0.196,0.932,0.672,0.741,0.022125074,0.340492744,0,0.000284251,0.027217243,1,0,0,1456,13,75,0.1062,0.019,0,57.41
2,7,3,0,2,125240,6361.382716,0.56,0.941,0.036,1.61,0.285,0.285,0.943,0.757,0.758,0.295334021,0.05660954,0,0.020947931,0.022814064,68492.64,4389.481891,0.588,0.759,0.095,1.94,0.223,0.316,0.882,0.454,0.62,0.031609439,0.287974167,0.000535223,0.000430931,0.071521106,27,0,0,256,6,25,0.0327,0,0,55.56
3,4,5,0,1,89661.92,17080.75961,0.541,0.812,0.06,1.83,0.248,0.284,0.996,0.772,0.722,0.020090872,0.027058008,0,0,0.070146578,81693.68,21742.10009,0.543,0.838,0.094,1.56,0.327,0.341,0.982,0.804,0.735,0.017948489,0.017813511,0,0,0.227196652,13,0,0,462,9,47,0.0622,0.328,0.177,51.85
3,3,3,0,1,209507.92,2158.616359,0.438,0.933,0.061,1.59,0.227,0.148,0.992,0.94,0.733,0.034704219,0.012352627,0,0.025860518,0.009460257,108564.48,20361.74053,0.514,0.816,0.112,1.58,0.324,0.309,0.993,0.824,0.635,0.007633211,0,0,0,0.064822942,12,0.05,0,344,1,31,0.029,0.183,0.101,54.63
3,5,5,0,1,164164.84,8063.566111,0.5,0.794,0.061,1.82,0.438,0.399,0.944,0.793,0.511,0.106615281,0.09572498,0.029282816,0.002352494,0.146393413,54250,3533.525986,0.527,0.647,0.135,3.13,0.422,0.371,0.758,0.094,0.49,0.025685144,0.015344172,0.20028811,0,0.142368342,14,0.33,0,177,5,42,0.0365,0.493,0.408,50
3,4,0,0,1,118242.68,8318.835601,0.498,0.865,0.056,2.06,0.444,0.37,0.946,0.736,0.521,0.026941412,0.071740165,0,0.001241598,0.159166791,89253.96,9977.847086,0.504,0.755,0.1,2.55,0.26,0.227,0.833,0.468,0.417,0.011207179,0.015471299,0,0,0.071311767,9,0.23,0,658,6,55,0.0421,0.412,0.276,51.85
2,10,3,0,2,186297.6,9664.472616,0.539,0.788,0.057,2.18,0.374,0.416,0.989,0.871,0.678,0.066627192,0.019256081,0,0,0.203805603,145266,3849.316793,0.55,0.817,0.118,1.69,0.329,0.383,0.971,0.822,0.634,0.006462968,0.014048601,0.001491151,0.25253595,0.059823441,11,0.69,0,364,4,35,0.0437,0,0,55.09
2,5,0,0,1,55282.92,14213.45691,0.508,0.761,0.018,2.41,0.419,0.373,0.817,0.409,0.623,0.07858545,0.034374768,0.009619288,0.001004814,0.216265574,51442.64,8233.826643,0.475,0.684,0.131,2.27,0.301,0.244,0.79,0.331,0.549,0.101123404,0.021676945,0,0,0.140214673,15,0,0,945,33,111,0.1611,0,0,82.41
2,6,4,0,1,126582.92,10586.64269,0.539,0.736,0.058,2.71,0.362,0.333,0.948,0.633,0.409,0.02681406,0.001839494,0.001344986,0,0.106924194,199220.88,10428.34501,0.506,0.82,0.067,2.61,0.274,0.288,1,0.924,0.734,0.021698458,0.038289674,0,0,0.115884662,27,0,0,339,17,42,0.0918,0,0,73.15
2,3,5,0,3,92330.4,5201.462108,0.463,0.745,0.08,2.77,0.355,0.269,0.927,0.442,0.424,0.011795792,0.007915514,0.030315391,0,0.082857589,121916.8,770.7959255,0.448,0.763,0.137,1.75,0.562,0.412,0.969,0.625,0.345,0.036929596,0.033802721,0.017089539,0.222282304,0.023349196,3,0,0,3,0,3,0.2727,0,0,13.89
2,3,3,0,1,141714.64,6014.727781,0.461,0.724,0.134,2.13,0.407,0.363,0.987,0.808,0.734,0.029389332,0.075057477,0,0,0.128956326,46015.16,9378.449954,0.513,0.626,0.12,3.06,0.314,0.24,0.895,0.207,0.321,0.003157611,0.003366937,0.007782922,0,0.122278427,8,0,0,21,0,8,0.0845,0,0,17.59
3,3,3,0,1,80230.48,16486.2075,0.489,0.825,0.116,1.72,0.42,0.282,0.943,0.593,0.677,0.039163688,0.034100754,0.002999942,0,0.220689514,156091.2,25363.28322,0.441,0.684,0.25,1.7,0.481,0.38,0.992,0.807,0.624,0.00149357,0.008686766,0,0.003810181,0.115065831,7,0.28,0,669,3,34,0.0534,0.267,0.14,54.63
2,3,0,0,6,113383.12,15203.88268,0.504,0.867,0.069,1.96,0.282,0.261,0.974,0.815,0.718,0.055906967,0.004403477,0.003369589,0,0.176234029,113736.52,12348.97162,0.532,0.815,0.065,1.97,0.339,0.337,0.979,0.79,0.684,0.058087344,0.031325174,0,0.001958969,0.236996932,6,0,0,0,0,2,0,0,0,13.89
3,3,1,0,1,50437,6848.437178,0.52,0.735,0.054,3.45,0.392,0.355,0.643,0.11,0.36,0.125004886,0.01382658,0.120862828,0,0.193431117,188886.72,5429.411174,0.46,0.778,0.084,2.31,0.466,0.365,0.988,0.913,0.61,0.127848964,0.004623561,0.080925048,0.004490626,0.211019667,2,0,0,444,3,32,0.029,0.209,0.115,54.63
2,9,2,0,1,117352.36,10712.21337,0.486,0.83,0.04,2.12,0.44,0.383,0.98,0.743,0.448,0.035230154,0.011803755,0.004546247,0,0.21169374,41882.24,1438.018462,0.521,0.707,0.122,2.71,0.174,0.217,0.794,0.175,0.508,0.021471152,0.035978093,0.256863002,0.015171062,0.073985396,26,0,0,406,3,22,0.0495,0,0,55.09
3,4,5,0,46,116917.12,25447.92796,0.466,0.723,0.246,1.44,0.364,0.307,1,0.853,0.747,0.023748125,0.01556791,0,0.028221744,0.034618089,133730.28,15302.79095,0.46,0.823,0.143,1.51,0.472,0.396,0.993,0.882,0.694,0.031007552,0.009480363,0,0.020535587,0.034216374,9,0,0,434,6,61,0.075,0.407,0.265,51.85
3,4,0,0,2,156091.2,25363.28322,0.441,0.684,0.25,1.7,0.481,0.38,0.992,0.807,0.624,0.00149357,0.008686766,0,0.003810181,0.115065831,87093.88,1962.457295,0.485,0.741,0.212,1.56,0.416,0.367,0.961,0.774,0.559,0.002521007,0.043369593,0,0.000680771,0.054404451,9,0.23,0,658,6,55,0.0421,0.412,0.276,51.85
3,7,4,0,1,63093.68,12920.38065,0.505,0.805,0.072,2.12,0.286,0.333,0.903,0.522,0.691,0.020678644,0.026500965,0,0.000396481,0.214210883,95222.08,5521.705052,0.529,0.761,0.173,1.68,0.317,0.337,0.991,0.709,0.688,0,0.003743148,0,0,0.123539104,22,0,0,181,0,10,0.035,0.586,0.522,32.41
3,1,1,0,1,41444.52,9904.355252,0.461,0.649,0.128,3.35,0.284,0.199,0.641,0.153,0.437,0.026091507,0.010524871,0.0011047,0,0.210661252,21785.56,7733.720328,0.463,0.578,0.071,2.56,0.279,0.179,0.882,0.255,0.502,0.046060103,0.011225029,0,0,0.134564479,1,0,0,1086,12,73,0.0702,0.025,0.008,61.11
