Year,Month,Day_of_week,Weekend,Trips,Med_Income_Orig,Pop_den_Orig,Per_Male_Orig,Working_age_Orig,Elderly_Orig,Avg_Hhold_Orig,Married_Orig,F_Married_Orig,HighSchool_higher_Orig,Bachelor_Higher_Orig,Commute_PC_Orig,Com_LU_Orig,Gov_LU_Orig,Ind_LU_Orig,Parks_LU_Orig,Res_LU_Orig,Med_Income_Des,Pop_den_Des,Per_Male_Des,Working_age_Des,Elderly_Des,Avg_Hhold_Des,Married_Des,F_Married_Des,HighSchool_higher_Des,Bachelor_Higher_Des,Com_LU_Des,Com_LU_Des,Gov_LU_Des,Ind_LU_Des,Parks_LU_Des,Res_LU_Des,Avgerage_Temp,Precipitation,Snow,Cases,Deaths,Hospitalizations,Positive_Rate,Partially_Vaccinated,Fully_Vaccinated,Stringency_Index
3,2,2,0,1,101525,4802.729906,0.56,0.714,0.09,2.73,0.491,0.52,0.836,0.489,0.401,0.060326183,0.006753601,0.042668416,0,0.158808383,95222.08,5521.705052,0.529,0.761,0.173,1.68,0.317,0.337,0.991,0.709,0.688,0,0.003743148,0,0,0.123539104,-9,0,0,386,8,34,0.0304,0.114,0.042,54.63
3,4,2,0,1,117606.56,7473.339533,0.49,0.847,0.092,2.03,0.268,0.252,0.975,0.729,0.651,0.040321537,0.006486046,0,0.000551319,0.167668688,176762,1708.65603,0.602,0.877,0.044,2.05,0.292,0.425,0.983,0.741,0.517,0.063452679,0.009132152,0.110705935,0.002609637,0.051509695,11,1.7,0,572,5,50,0.0402,0.451,0.329,50
3,3,5,0,1,41871.08,5071.80128,0.428,0.651,0.12,2.31,0.146,0.129,0.895,0.128,0.53,0.049283607,0.02455854,0.028094488,0,0.244826499,66893.04,3009.001803,0.449,0.606,0.252,2.5,0.278,0.204,0.929,0.289,0.379,0.009086913,0.031452762,0.007770177,0.002628404,0.374612256,9,0,0,252,2,17,0.0415,0.195,0.108,54.63
2,8,5,0,2,19536.2,1963.231219,0.507,0.725,0.211,1.48,0.253,0.266,0.739,0.343,0.627,0.024118191,0.101972047,0.000379188,0.088767333,0.038277143,96230.2,41035.94501,0.509,0.823,0.126,1.51,0.264,0.242,0.958,0.799,0.745,0.012889473,0.020317414,0,0,0.057651884,25,0,0,177,3,16,0.0495,0,0,58.33
3,3,2,0,2,97739.28,8582.327972,0.574,0.782,0.114,1.99,0.334,0.438,0.935,0.675,0.604,0.032218431,0.139316883,0.000485418,0.003497878,0.182765932,112784.2,10978.21526,0.542,0.782,0.113,2.27,0.347,0.344,0.887,0.617,0.563,0.049201974,0.055970036,0,0,0.368894697,3,1.09,0,474,9,34,0.0343,0.216,0.118,54.63
2,3,5,0,9,162034.52,30420.36433,0.506,0.833,0.086,1.53,0.403,0.379,0.989,0.874,0.749,0.019257159,0.008568086,0,0.022725597,0.033406645,182964.48,14274.27344,0.495,0.9,0.039,2.4,0.162,0.152,0.997,0.899,0.688,0.020699868,0.120296539,0,0,0.189895935,3,0,0,3,0,3,0.2727,0,0,13.89
3,7,4,0,5,188886.72,5429.411174,0.46,0.778,0.084,2.31,0.466,0.365,0.988,0.913,0.61,0.127848964,0.004623561,0.080925048,0.004490626,0.211019667,118912.28,10655.15476,0.543,0.871,0.03,1.91,0.307,0.298,0.969,0.864,0.649,0.046754961,0.035590628,0.000439465,0.000898147,0.09873755,22,0.03,0,151,0,11,0.0241,0.574,0.514,34.26
2,5,5,0,1,126785.04,2884.306043,0.497,0.81,0.071,2.33,0.452,0.444,0.904,0.615,0.421,0.142788404,0.005016782,0.059282977,0.024697501,0.109909531,63956.72,7500.061194,0.44,0.731,0.118,2.48,0.497,0.337,0.786,0.249,0.395,0.092074286,0.024992988,0.004208373,0,0.26689518,18,0,0,238,21,53,0.091,0,0,75
3,3,4,0,1,58400.28,8388.309911,0.46,0.805,0.093,2.13,0.222,0.216,0.712,0.454,0.65,0.052605182,0.060439461,0.052833541,0,0.144300626,61319.24,751.0926191,0.525,0.729,0.114,2.55,0.25,0.309,0.749,0.257,0.602,0.023520028,0.012328882,0.273833832,0,0.020455665,5,0,0,433,2,33,0.0368,0.23,0.124,54.63
2,6,6,1,1,33494.88,8542.240096,0.499,0.615,0.134,2.7,0.318,0.302,0.733,0.058,0.382,0.050127954,0.003963624,0,0,0.304906506,28637.8,3072.716446,0.422,0.514,0.311,2.28,0.214,0.144,0.659,0.057,0.327,0.061382158,0.033297373,0.016491569,0,0.212520144,26,0.36,0,110,5,27,0.047,0,0,55.56
2,10,3,0,1,25880.04,7774.86484,0.422,0.684,0.133,2.04,0.173,0.122,0.88,0.173,0.473,0.010034636,0.003104326,0,0,0.10894483,59760.56,4139.902431,0.419,0.786,0.15,1.59,0.256,0.195,0.952,0.702,0.677,0.005031696,0.007360552,0,0,0.038507834,12,0,0,907,2,51,0.0729,0,0,51.39
3,3,5,0,9,117972.36,4911.908695,0.511,0.766,0.083,2.03,0.307,0.318,0.916,0.621,0.667,0.00529833,0.055940017,0,0,0.049008002,159994.72,5479.182807,0.477,0.864,0.034,1.9,0.378,0.329,0.991,0.793,0.587,0.05134316,0.000929131,0.029494571,0,0.072739333,11,0,0,404,4,37,0.0648,0.28,0.148,51.85
3,2,4,0,1,26668.68,1769.762509,0.434,0.616,0.3,1.81,0.18,0.099,0.772,0.232,0.582,0.024407206,0.038531305,0.221312806,0,0.121787758,63468.16,5563.734709,0.524,0.678,0.092,4.17,0.447,0.434,0.726,0.127,0.421,0.062204099,0.070009798,0.038321624,0,0.194103061,-9,0,0,357,13,37,0.0347,0.103,0.036,54.63
2,9,3,0,2,143200.16,5544.395708,0.434,0.802,0.092,1.66,0.541,0.4,0.966,0.77,0.501,0.037566808,0.012762775,0.004028705,0.211518233,0.085278859,61319.24,751.0926191,0.525,0.729,0.114,2.55,0.25,0.309,0.749,0.257,0.602,0.023520028,0.012328882,0.273833832,0,0.020455665,25,0,0,341,3,23,0.0541,0,0,55.09
3,1,4,0,1,145700,7905.891824,0.592,0.881,0.029,2.2,0.244,0.349,0.993,0.891,0.711,0.04979928,0.001607606,0,0.086121692,0.141822927,113736.52,12348.97162,0.532,0.815,0.065,1.97,0.339,0.337,0.979,0.79,0.684,0.058087344,0.031325174,0,0.001958969,0.236996932,-3,0,0,588,15,53,0.0506,0.06,0.018,57.41
2,12,3,0,1,26171.44,7340.256184,0.52,0.606,0.094,2.56,0.131,0.116,0.862,0.075,0.368,0.02002643,0.050051427,0.00221724,0,0.211615921,107159.56,21496.29248,0.436,0.799,0.161,1.46,0.382,0.267,0.986,0.857,0.637,0.043294354,0.00517611,0,0.006203543,0.235032439,-3,0,0,972,22,75,0.0879,0.014,0,61.11
3,6,4,0,1,137316.36,12741.97824,0.601,0.934,0.017,1.98,0.25,0.251,0.994,0.898,0.673,0.027545233,0.026901975,0,0,0.117267983,108473.96,8553.182526,0.521,0.761,0.05,2.02,0.467,0.432,0.989,0.79,0.508,0.030128752,0.038510714,0.000425264,0,0.146692471,23,2.97,0,35,3,4,0.0059,0.559,0.495,37.96
2,8,4,0,1,37157.84,9896.64442,0.455,0.643,0.049,2.85,0.156,0.105,0.897,0.126,0.596,0.020058381,0.014728772,0.000723955,0,0.153750763,106950,2147.288537,0.483,0.789,0.124,1.62,0.268,0.257,0.95,0.686,0.559,0.165670158,0.050297052,0.121523621,0,0.069537939,25,0,0,432,5,21,0.0587,0,0,55.09
2,3,3,0,5,88502.52,23399.87103,0.484,0.855,0.1,1.46,0.294,0.253,0.985,0.856,0.671,0.035163655,0.012146646,0,0.006407402,0.099349493,96230.2,41035.94501,0.509,0.823,0.126,1.51,0.264,0.242,0.958,0.799,0.745,0.012889473,0.020317414,0,0,0.057651884,6,0,0,1,0,7,0.0769,0,0,13.89
3,6,5,0,1,98462.2,7494.038087,0.49,0.855,0.037,1.87,0.399,0.396,0.996,0.725,0.664,0.020866597,0.019892939,0.011312447,0,0.072416344,126785.04,2884.306043,0.497,0.81,0.071,2.33,0.452,0.444,0.904,0.615,0.421,0.142788404,0.005016782,0.059282977,0.024697501,0.109909531,25,3.48,0,19,0,4,0.0055,0.56,0.497,37.96
2,12,4,0,1,54629.44,3767.445769,0.426,0.659,0.135,3.48,0.355,0.249,0.89,0.251,0.301,0.01541202,0.017068417,0.026705665,0.000638628,0.366102317,59109.56,1565.549135,0.445,0.638,0.162,2.48,0.363,0.209,0.864,0.246,0.453,0.092947823,0.01754756,0.031783758,0.010356717,0.087749356,0,0,0,1300,19,90,0.0796,0.003,0,61.11
3,4,2,0,1,84793.68,1424.850728,0.526,0.651,0.142,3.05,0.47,0.491,0.777,0.141,0.347,0.134719469,0.075315368,0.189840259,0.005569428,0.111432857,67167.08,3642.726037,0.519,0.672,0.18,2.28,0.184,0.182,0.915,0.326,0.206,0.025244701,0.028232846,0,0.000722293,0.374327094,22,0,0,834,3,57,0.0541,0.352,0.2,51.85
2,9,5,0,1,177998.28,11753.75594,0.539,0.863,0.021,2.24,0.374,0.453,0.972,0.812,0.612,0.046217573,0.02645794,0,0,0.18605814,19536.2,1963.231219,0.507,0.725,0.211,1.48,0.253,0.266,0.739,0.343,0.627,0.024118191,0.101972047,0.000379188,0.088767333,0.038277143,13,0,0,170,2,22,0.0422,0,0,55.09
3,7,5,0,1,92298.16,8559.035656,0.519,0.775,0.124,2.16,0.378,0.368,0.934,0.628,0.509,0.044441496,0.020657674,0,0.001073937,0.287805536,81737.08,7666.387273,0.505,0.64,0.142,2.53,0.498,0.495,0.889,0.53,0.311,0.009214657,0.012693245,0,0,0.187590485,24,0,0,118,0,5,0.0258,0.575,0.515,34.26
2,7,5,0,3,144577.8,6497.161792,0.474,0.78,0.081,2.02,0.425,0.381,1,0.811,0.484,0.054551979,0.009072269,0.013840378,0.002299012,0.155747141,87093.88,1962.457295,0.485,0.741,0.212,1.56,0.416,0.367,0.961,0.774,0.559,0.002521007,0.043369593,0,0.000680771,0.054404451,25,0.1,0,153,2,20,0.0472,0,0,58.33
2,8,4,0,1,189534,11322.25602,0.504,0.728,0.132,2.47,0.42,0.403,0.958,0.755,0.512,0.008463131,0.006924882,0.004493052,0.011997911,0.157049344,75786.32,23678.40968,0.476,0.91,0.051,1.33,0.256,0.174,0.983,0.799,0.671,0.015327905,0.003504532,0,0,0.075426296,27,0,0,347,3,26,0.0493,0,0,58.33
2,3,5,0,3,126179.92,11082.88832,0.479,0.913,0.063,1.49,0.348,0.292,0.995,0.911,0.693,0.121137046,0.01464546,0,0.0160552,0.041672493,105667.84,3156.634367,0.5,0.691,0.152,2.43,0.434,0.449,0.935,0.499,0.356,0.023608191,0.010139157,0.038469613,0,0.165467771,3,0,0,3,0,3,0.2727,0,0,13.89
3,5,0,0,1,120590,3118.06247,0.476,0.652,0.155,2.72,0.534,0.559,0.921,0.52,0.25,0.04310864,0.047784728,0,0.001639547,0.182334618,85811.72,5059.409014,0.489,0.683,0.141,2.59,0.534,0.469,0.849,0.393,0.266,0.05368652,0.008489655,0.029383764,0.000580803,0.272826602,18,0.33,0,551,5,61,0.0369,0.464,0.352,50
2,11,4,0,3,114031.64,23355.0019,0.448,0.69,0.292,1.43,0.409,0.334,0.988,0.813,0.608,0.007450802,0.018461665,0,0,0.143650861,81693.68,21742.10009,0.543,0.838,0.094,1.56,0.327,0.341,0.982,0.804,0.735,0.017948489,0.017813511,0,0,0.227196652,16,0,0,2795,10,133,0.1614,0,0,56.02
3,7,5,0,2,110050,5090.252403,0.468,0.657,0.101,2.66,0.527,0.434,0.954,0.576,0.337,0.028763498,0.038612036,0,0,0.270574543,156093.68,7293.349164,0.547,0.786,0.056,2.07,0.392,0.528,0.977,0.878,0.534,0.02511014,0,0.001455007,0,0.124928459,24,0,0,118,0,5,0.0258,0.575,0.515,34.26
3,5,0,0,1,135288.96,14177.20228,0.502,0.887,0.028,1.67,0.454,0.428,0.988,0.892,0.721,0.111274819,0.013904555,0,0.01919384,0.066354501,62689.44,5744.249612,0.471,0.681,0.052,3.96,0.488,0.412,0.51,0.062,0.424,0.013242026,0.208144857,0.056923972,0,0.118343908,23,0,0,216,4,34,0.0191,0.518,0.434,50
3,6,1,0,2,153027.16,12276.6374,0.54,0.88,0.049,2.38,0.275,0.335,0.995,0.831,0.592,0.006212651,0,0,0.001315079,0.078786732,199220.88,10428.34501,0.506,0.82,0.067,2.61,0.274,0.288,1,0.924,0.734,0.021698458,0.038289674,0,0,0.115884662,20,0,0,33,3,3,0.0045,0.556,0.491,37.96
3,4,0,0,3,187274.72,3412.905497,0.513,0.836,0.035,1.79,0.42,0.425,0.99,0.841,0.6,0.09582844,0.009420857,0.094308484,0.005731105,0.053664057,95755.28,13454.73603,0.463,0.894,0.031,1.89,0.33,0.302,1,0.889,0.677,0.070835848,0.047181009,0,0.002267166,0.267492589,14,0.03,0,863,5,64,0.0534,0.381,0.232,51.85
3,1,5,0,1,177998.28,11753.75594,0.539,0.863,0.021,2.24,0.374,0.453,0.972,0.812,0.612,0.046217573,0.02645794,0,0,0.18605814,118653.12,7347.397389,0.508,0.692,0.203,2.04,0.401,0.412,0.945,0.76,0.497,0.034894581,0.02464973,0,0.000459593,0.2576815,0,0.23,114.3,420,11,34,0.0718,0.062,0.018,57.41
3,6,0,0,1,51150,13738.84835,0.492,0.691,0.185,1.8,0.379,0.264,0.898,0.404,0.421,0.027035031,0.028709457,0.002886169,0.001653546,0.281507654,57311.56,12291.64091,0.502,0.71,0.07,3.41,0.503,0.475,0.727,0.254,0.313,0.056449703,0.030049903,0.000627443,0,0.291745833,25,0.03,0,102,9,16,0.0057,0.54,0.463,37.96
3,6,2,0,1,99150.4,7946.977566,0.407,0.676,0.297,1.53,0.55,0.378,0.982,0.814,0.643,0.033887404,0.175674727,0,0.023157887,0.040141326,50967.72,7758.985478,0.496,0.665,0.128,3.04,0.464,0.403,0.714,0.157,0.385,0.158310635,0,0.042814021,0,0.199251334,23,0.03,0,47,0,6,0.0025,0.557,0.493,37.96
2,8,5,0,7,186233.12,10391.27393,0.511,0.827,0.033,1.87,0.453,0.512,0.995,0.9,0.55,0.06628766,0.001274324,0.007489319,0,0.251429757,184927.4,13792.66154,0.49,0.854,0.062,1.64,0.449,0.403,0.997,0.905,0.649,0.108184837,0.010487887,0.003748907,0.00885466,0.077963469,22,0.51,0,141,5,23,0.0461,0,0,58.33
3,2,2,0,1,74294.6,2612.628724,0.531,0.76,0.056,2.65,0.193,0.182,0.856,0.374,0.484,0.038599521,0.02097257,0.16343312,0.003163499,0.075668572,42871.76,2327.93587,0.405,0.618,0.118,3.24,0.342,0.21,0.893,0.054,0.364,0.015055602,0.039862824,0,0,0.089969924,-3,0,0,574,7,53,0.0487,0.072,0.022,57.41
3,6,4,0,2,95755.28,13454.73603,0.463,0.894,0.031,1.89,0.33,0.302,1,0.889,0.677,0.070835848,0.047181009,0,0.002267166,0.267492589,169122.36,11142.36228,0.491,0.869,0.076,1.56,0.377,0.341,0.997,0.922,0.695,0.068033104,0.006621534,0.00366556,0.00278221,0.050580965,27,0.58,0,35,2,9,0.0032,0.553,0.487,37.96
3,5,6,1,5,100922.36,4552.793411,0.42,0.637,0.188,1.92,0.571,0.432,0.944,0.657,0.62,0.011689796,0.034111071,0.004171048,0,0.148220529,130316.56,17831.13636,0.452,0.846,0.084,1.77,0.373,0.333,0.975,0.776,0.662,0.035053983,0.024272404,0.002756814,0,0.202582512,23,0.05,0,227,14,51,0.0554,0.462,0.347,50
2,8,4,0,5,78876.4,8070.844313,0.488,0.826,0.105,1.55,0.344,0.283,0.967,0.765,0.66,0.027076335,0.01411433,0.002750757,0.00075002,0.124703754,159994.72,5479.182807,0.477,0.864,0.034,1.9,0.378,0.329,0.991,0.793,0.587,0.05134316,0.000929131,0.029494571,0,0.072739333,30,0.13,0,382,4,26,0.059,0,0,55.09
2,3,6,1,2,54380.2,5044.628395,0.484,0.712,0.157,2.97,0.181,0.163,0.844,0.162,0.345,0.016281263,0.025404341,0,0,0.216581556,84793.68,1424.850728,0.526,0.651,0.142,3.05,0.47,0.491,0.777,0.141,0.347,0.134719469,0.075315368,0.189840259,0.005569428,0.111432857,12,0,0,3,0,9,0.1176,0,0,13.89
2,9,5,0,8,106896.68,26611.20588,0.397,0.58,0.379,1.55,0.636,0.484,0.989,0.813,0.741,0.028350004,0,0,0.079286339,0.127963102,117972.36,4911.908695,0.511,0.766,0.083,2.03,0.307,0.318,0.916,0.621,0.667,0.00529833,0.055940017,0,0,0.049008002,23,0,0,203,3,23,0.0663,0,0,55.09
2,3,0,0,3,133730.28,15302.79095,0.46,0.823,0.143,1.51,0.472,0.396,0.993,0.882,0.694,0.031007552,0.009480363,0,0.020535587,0.034216374,70866,8501.230362,0.459,0.722,0.09,2.93,0.414,0.342,0.842,0.284,0.387,0.026964738,0.014514101,0.025805116,0.000591605,0.16790939,12,2.21,0,5,0,3,0.0571,0,0,13.89
2,3,6,1,1,143396.08,4645.213938,0.535,0.852,0.086,1.55,0.391,0.376,0.996,0.86,0.645,0.034813124,0.002477352,0,0.028162932,0.057234645,37579.44,3122.32773,0.513,0.736,0.181,1.57,0.148,0.133,0.915,0.346,0.599,0.000893434,0,0,0,0.05833021,7,0,0,0,0,2,0,0,0,5.56
3,2,2,0,1,22959.84,9296.104525,0.444,0.589,0.331,1.7,0.235,0.204,0.809,0.363,0.66,0.017292032,0.013570887,0,0,0.099511452,47339.48,11034.51999,0.489,0.645,0.127,3.32,0.456,0.478,0.869,0.444,0.404,0.027075817,0.016854889,0,0,0.230219316,-3,0,0,574,7,53,0.0487,0.072,0.022,57.41
2,8,6,1,1,143921.84,14576.5158,0.491,0.841,0.087,2.29,0.252,0.26,0.945,0.739,0.568,0.030415585,0.01650793,0,0,0.152802811,125507.84,5567.902578,0.477,0.797,0.037,2.21,0.429,0.407,0.968,0.757,0.411,0.032445544,0.019943727,0.055423552,0.005339042,0.125718842,27,0,0,115,2,18,0.0423,0,0,58.33
3,2,2,0,1,166032.28,9641.736693,0.498,0.741,0.116,2.12,0.433,0.463,0.937,0.817,0.571,0.039312348,0.008749768,0,0,0.219326734,131111.4,15380.66888,0.523,0.847,0.03,2.03,0.305,0.268,0.996,0.858,0.763,0.117928415,0.002380858,0,0.005285714,0.201167669,-11,0,12.7,366,11,55,0.0304,0.095,0.03,54.63
3,6,3,0,2,27981.84,1555.281847,0.518,0.629,0.121,3.02,0.24,0.137,0.895,0.15,0.462,0.004379008,0.030322983,0.000881914,0,0.046045668,24884.32,1157.458495,0.453,0.622,0.156,2.16,0.162,0.14,0.731,0.15,0.496,0.044918203,0.047841988,0.042697776,0.003676896,0.0349322,23,0.25,0,43,0,10,0.0068,0.558,0.494,37.96
2,3,2,0,17,58400.28,8388.309911,0.46,0.805,0.093,2.13,0.222,0.216,0.712,0.454,0.65,0.052605182,0.060439461,0.052833541,0,0.144300626,135288.96,14177.20228,0.502,0.887,0.028,1.67,0.454,0.428,0.988,0.892,0.721,0.111274819,0.013904555,0,0.01919384,0.066354501,5,0,0,13,0,9,0.125,0,0,13.89
3,4,6,1,5,126179.92,11082.88832,0.479,0.913,0.063,1.49,0.348,0.292,0.995,0.911,0.693,0.121137046,0.01464546,0,0.0160552,0.041672493,170077.16,9966.139614,0.522,0.806,0.048,2.3,0.403,0.446,0.983,0.803,0.563,0.021908282,0.010943072,0.000408702,0,0.152477687,7,0,0,274,11,50,0.0615,0.441,0.309,50
3,3,5,0,1,174289.44,9766.704954,0.545,0.781,0.058,2.22,0.383,0.479,0.986,0.895,0.51,0.027134956,0,0.007377697,0,0.153839578,162034.52,30420.36433,0.506,0.833,0.086,1.53,0.403,0.379,0.989,0.874,0.749,0.019257159,0.008568086,0,0.022725597,0.033406645,7,0,0,273,6,30,0.0526,0.235,0.127,54.63
2,10,4,0,1,149832.92,10586.22539,0.545,0.827,0.074,2.16,0.23,0.277,0.946,0.778,0.63,0.062785223,0.009959307,0,0,0.19673925,125401.2,9605.8141,0.504,0.803,0.082,2.41,0.342,0.392,0.965,0.646,0.6,0.017148123,0.026424013,0,0,0.20779332,8,0,0,954,3,55,0.0838,0,0,54.63
2,11,2,0,1,111213.12,3687.19515,0.519,0.727,0.099,2.61,0.455,0.48,0.945,0.55,0.405,0.016367122,0.001938747,0.040985289,0,0.084983085,112334.08,8855.526837,0.594,0.814,0.037,2.2,0.302,0.404,0.923,0.631,0.52,0.069667018,0.025134684,0.005503986,0,0.190594976,17,0,0,2515,8,106,0.1323,0,0,56.02
2,11,1,0,4,126179.92,11082.88832,0.479,0.913,0.063,1.49,0.348,0.292,0.995,0.911,0.693,0.121137046,0.01464546,0,0.0160552,0.041672493,199220.88,10428.34501,0.506,0.82,0.067,2.61,0.274,0.288,1,0.924,0.734,0.021698458,0.038289674,0,0,0.115884662,15,1.88,0,3360,14,149,0.1544,0,0,56.02
3,7,4,0,1,81169.16,5037.681137,0.414,0.632,0.106,2.74,0.307,0.205,0.964,0.319,0.299,0.038694007,0.030502687,0.001895418,0,0.186092832,68622.84,7577.245794,0.474,0.687,0.087,2.6,0.323,0.246,0.878,0.336,0.481,0.004732028,0.091648083,0,0,0.306805785,28,0,0,222,2,12,0.0345,0.58,0.519,32.41
3,5,3,0,1,76427.4,8940.584402,0.538,0.751,0.146,2.06,0.34,0.376,0.892,0.472,0.569,0.082206661,0.001335412,0.001989887,0.010262801,0.290259358,117972.36,4911.908695,0.511,0.766,0.083,2.03,0.307,0.318,0.916,0.621,0.667,0.00529833,0.055940017,0,0,0.049008002,24,0,0,246,4,39,0.0267,0.508,0.424,50
2,9,1,0,1,108473.96,8553.182526,0.521,0.761,0.05,2.02,0.467,0.432,0.989,0.79,0.508,0.030128752,0.038510714,0.000425264,0,0.146692471,112812.72,14020.34107,0.434,0.872,0.034,1.73,0.34,0.258,0.993,0.886,0.733,0.045164108,0.003462541,0,0.002425606,0.126453528,22,0.69,0,331,3,20,0.0409,0,0,55.09
2,9,1,0,1,141794,2549.340139,0.466,0.893,0.036,1.91,0.242,0.195,0.944,0.714,0.634,0.066070659,0.156557188,0.046181541,0.001852403,0.033804549,30356.44,2668.607565,0.558,0.635,0.154,3.37,0.178,0.233,0.759,0.106,0.417,0.009422902,0.041818981,0.004432865,0.001302925,0.247929627,22,0.69,0,331,3,20,0.0409,0,0,55.09
2,6,1,0,1,118912.28,10655.15476,0.543,0.871,0.03,1.91,0.307,0.298,0.969,0.864,0.649,0.046754961,0.035590628,0.000439465,0.000898147,0.09873755,150409.52,6108.193607,0.565,0.75,0.053,2.55,0.335,0.445,0.965,0.763,0.343,0.182220912,0.012114772,0.014111204,0,0.213347034,22,0,0,234,8,28,0.0357,0,0,73.15
3,2,6,1,1,51322.36,19477.89543,0.558,0.742,0.08,2.13,0.261,0.392,0.734,0.353,0.686,0.090336082,0.025289929,0.005777627,0.00459271,0.149120574,118912.28,10655.15476,0.543,0.871,0.03,1.91,0.307,0.298,0.969,0.864,0.649,0.046754961,0.035590628,0.000439465,0.000898147,0.09873755,-17,0,0,212,8,43,0.0545,0.085,0.026,54.63
3,2,4,0,1,143921.84,14576.5158,0.491,0.841,0.087,2.29,0.252,0.26,0.945,0.739,0.568,0.030415585,0.01650793,0,0,0.152802811,68975,5990.717451,0.477,0.629,0.08,3.6,0.462,0.31,0.693,0.192,0.387,0.027017009,0.052120173,0.037238824,0,0.120236607,1,0.08,0,357,6,18,0.0328,0.136,0.066,54.63
3,4,0,0,1,20349.64,3196.429447,0.444,0.617,0.198,1.82,0.237,0.152,0.739,0.082,0.486,0.022949905,0.113312933,0.004762687,0,0.133510918,28436.92,7292.560146,0.383,0.617,0.209,2.04,0.228,0.149,0.892,0.255,0.697,0.013264185,0.007146337,0.00177029,0,0.154767718,21,0,0,935,6,54,0.053,0.336,0.186,51.85
3,3,3,0,2,153027.16,12276.6374,0.54,0.88,0.049,2.38,0.275,0.335,0.995,0.831,0.592,0.006212651,0,0,0.001315079,0.078786732,141714.64,6014.727781,0.461,0.724,0.134,2.13,0.407,0.363,0.987,0.808,0.734,0.029389332,0.075057477,0,0,0.128956326,5,0.33,0,416,3,37,0.0351,0.223,0.121,54.63
3,3,2,0,1,203714.64,7399.573403,0.52,0.727,0.031,2.49,0.52,0.539,0.984,0.884,0.429,0.087136531,0.008207458,0.012480391,0,0.183295519,133730.28,15302.79095,0.46,0.823,0.143,1.51,0.472,0.396,0.993,0.882,0.694,0.031007552,0.009480363,0,0.020535587,0.034216374,3,1.09,0,474,9,34,0.0343,0.216,0.118,54.63
3,2,5,0,17,162034.52,30420.36433,0.506,0.833,0.086,1.53,0.403,0.379,0.989,0.874,0.749,0.019257159,0.008568086,0,0.022725597,0.033406645,135288.96,14177.20228,0.502,0.887,0.028,1.67,0.454,0.428,0.988,0.892,0.721,0.111274819,0.013904555,0,0.01919384,0.066354501,-9,0,0,213,9,18,0.0406,0.121,0.049,54.63
3,5,6,1,1,118242.68,8318.835601,0.498,0.865,0.056,2.06,0.444,0.37,0.946,0.736,0.521,0.026941412,0.071740165,0,0.001241598,0.159166791,52969.08,976.000161,0.569,0.687,0.145,2,0.267,0.276,0.856,0.412,0.458,0.004314534,0.012098699,0,0,0.026993789,13,0,0,51,7,10,0.0167,0.528,0.446,50
3,3,0,0,1,64682.12,10576.67355,0.439,0.793,0.09,1.99,0.346,0.272,0.906,0.558,0.6,0.019953785,0.003436587,0,0,0.160515049,209507.92,2158.616359,0.438,0.933,0.061,1.59,0.227,0.148,0.992,0.94,0.733,0.034704219,0.012352627,0,0.025860518,0.009460257,9,0,0,730,3,44,0.0436,0.292,0.153,51.85
2,3,2,0,2,75069.6,6491.256315,0.467,0.688,0.126,3.07,0.497,0.445,0.766,0.317,0.466,0.069814114,0.015356209,0.071829785,0,0.150570091,63956.72,7500.061194,0.44,0.731,0.118,2.48,0.497,0.337,0.786,0.249,0.395,0.092074286,0.024992988,0.004208373,0,0.26689518,6,0.08,0,0,0,3,0,0,0,13.89
2,9,1,0,5,106896.68,26611.20588,0.397,0.58,0.379,1.55,0.636,0.484,0.989,0.813,0.741,0.028350004,0,0,0.079286339,0.127963102,176762,1708.65603,0.602,0.877,0.044,2.05,0.292,0.425,0.983,0.741,0.517,0.063452679,0.009132152,0.110705935,0.002609637,0.051509695,12,0,0,381,6,31,0.0353,0,0,55.09
2,6,4,0,1,148039.88,9606.23685,0.475,0.744,0.18,1.66,0.535,0.467,0.981,0.869,0.522,0.01168253,0,0,0.014379733,0.050709411,50975.16,11701.37503,0.53,0.682,0.139,2.43,0.365,0.359,0.846,0.373,0.52,0.026306969,0.01825833,0,0.000708096,0.221027381,20,0,0,248,21,27,0.058,0,0,73.15
3,3,0,0,1,24723.12,9690.77311,0.35,0.556,0.188,3.1,0.269,0.143,0.729,0.074,0.3,0.030213395,0.03774279,0.000893547,0,0.28087913,47867.72,3865.54731,0.445,0.61,0.098,3.61,0.454,0.363,0.753,0.13,0.396,0.019725336,0.032360515,0.216124571,0,0.157307147,2,0.15,40.6,366,6,39,0.0254,0.203,0.112,54.63
2,4,6,1,1,125240,6361.382716,0.56,0.941,0.036,1.61,0.285,0.285,0.943,0.757,0.758,0.295334021,0.05660954,0,0.020947931,0.022814064,131111.4,15380.66888,0.523,0.847,0.03,2.03,0.305,0.268,0.996,0.858,0.763,0.117928415,0.002380858,0,0.005285714,0.201167669,11,0,0,459,35,160,0.2751,0,0,82.41
3,3,3,0,1,75069.6,6491.256315,0.467,0.688,0.126,3.07,0.497,0.445,0.766,0.317,0.466,0.069814114,0.015356209,0.071829785,0,0.150570091,76650.6,7201.781595,0.511,0.718,0.108,2.57,0.459,0.479,0.858,0.431,0.39,0.055760346,0.004813165,0.006949059,0,0.25087568,5,0.33,0,416,3,37,0.0351,0.223,0.121,54.63
